date,Respiratory1_cases1,Total_cases1,Respiratory%1,Respiratory_cases,Total_cases,Respiratory%
2020/1/1,,,,1323,7694,0.171952171
2020/1/2,,,,1202,7801,0.15408281
2020/1/3,,,,1215,7885,0.154090044
2020/1/4,,,,1280,7142,0.179221507
2020/1/5,,,,1315,6052,0.217283543
2020/1/6,,,,1335,9098,0.146735546
2020/1/7,,,,1052,6543,0.160782516
2020/1/8,,,,989,5813,0.170135902
2020/1/9,,,,1170,7414,0.15780955
2020/1/10,,,,1271,8052,0.157848982
2020/1/11,,,,1153,7051,0.163522905
2020/1/12,,,,1104,6050,0.182479339
2020/1/13,,,,1369,9347,0.146464106
2020/1/14,,,,1068,8287,0.128876554
2020/1/15,,,,1188,8373,0.141884629
2020/1/16,,,,1191,7941,0.149981111
2020/1/17,,,,1179,7290,0.161728395
2020/1/18,,,,987,6656,0.14828726
2020/1/19,,,,1036,5516,0.187817259
2020/1/20,,,,1293,8877,0.145657317
2020/1/21,,,,1238,7630,0.16225426
2020/1/22,,,,1361,6726,0.202349093
2020/1/23,,,,1350,5230,0.258126195
2020/1/24,,,,954,2702,0.353071799
2020/1/25,,,,912,2110,0.432227488
2020/1/26,,,,1032,2401,0.429820908
2020/1/27,,,,912,2759,0.330554549
2020/1/28,,,,784,2689,0.2915582
2020/1/29,,,,741,2651,0.279517163
2020/1/30,,,,648,2622,0.247139588
2020/1/31,,,,623,2683,0.232202758
2020/2/1,,,,462,2510,0.184063745
2020/2/2,,,,437,1783,0.245092541
2020/2/3,,,,522,3113,0.167683906
2020/2/4,,,,411,2207,0.186225646
2020/2/5,,,,398,1976,0.201417004
2020/2/6,,,,349,1951,0.178882624
2020/2/7,,,,379,1897,0.199789141
2020/2/8,,,,299,1602,0.186641698
2020/2/9,,,,307,1345,0.228252788
2020/2/10,,,,357,1996,0.178857715
2020/2/11,,,,297,1825,0.162739726
2020/2/12,,,,329,1915,0.171801567
2020/2/13,,,,352,2209,0.159348121
2020/2/14,,,,354,2098,0.168732126
2020/2/15,,,,217,1299,0.167051578
2020/2/16,,,,277,1279,0.21657545
2020/2/17,,,,319,2403,0.132750728
2020/2/18,,,,309,2489,0.124146243
2020/2/19,,,,327,2666,0.122655664
2020/2/20,,,,306,2717,0.112624218
2020/2/21,,,,323,2694,0.119896065
2020/2/22,,,,291,2416,0.12044702
2020/2/23,,,,336,2056,0.163424125
2020/2/24,,,,327,3131,0.104439476
2020/2/25,,,,321,2982,0.107645875
2020/2/26,,,,312,3324,0.093862816
2020/2/27,,,,299,3244,0.09217016
2020/2/28,,,,295,2883,0.102323968
2020/2/29,,,,275,3102,0.088652482
2020/3/1,,,,264,2309,0.11433521
2020/3/2,,,,385,4273,0.090100632
2020/3/3,,,,385,3843,0.100182149
2020/3/4,,,,371,3882,0.095569294
2020/3/5,,,,312,3831,0.081440877
2020/3/6,,,,358,4025,0.088944099
2020/3/7,,,,296,3576,0.082774049
2020/3/8,,,,325,3041,0.106872739
2020/3/9,,,,426,5385,0.079108635
2020/3/10,,,,363,4684,0.077497865
2020/3/11,,,,422,5049,0.083580907
2020/3/12,,,,427,5068,0.084254144
2020/3/13,,,,413,4794,0.086149353
2020/3/14,,,,311,4354,0.071428571
2020/3/15,,,,349,3933,0.088736334
2020/3/16,,,,538,6500,0.082769231
2020/3/17,,,,447,5713,0.078242605
2020/3/18,,,,458,5722,0.080041943
2020/3/19,,,,395,5419,0.072891677
2020/3/20,,,,455,5627,0.080860139
2020/3/21,,,,373,4904,0.076060359
2020/3/22,,,,411,4526,0.090808661
2020/3/23,,,,552,7126,0.077462812
2020/3/24,,,,372,5905,0.06299746
2020/3/25,,,,434,6123,0.070880287
2020/3/26,,,,414,5286,0.078320091
2020/3/27,,,,443,5559,0.079690592
2020/3/28,,,,352,5077,0.069332283
2020/3/29,,,,339,4234,0.080066131
2020/3/30,,,,548,6999,0.0782969
2020/3/31,,,,428,5743,0.074525509
2020/4/1,,,,402,6047,0.066479246
2020/4/2,,,,338,5576,0.06061693
2020/4/3,,,,412,5302,0.077706526
2020/4/4,,,,321,4904,0.06545677
2020/4/5,,,,309,4480,0.068973214
2020/4/6,,,,606,7467,0.081157091
2020/4/7,,,,484,6321,0.076570163
2020/4/8,,,,486,6326,0.076825798
2020/4/9,,,,405,5225,0.077511962
2020/4/10,,,,368,5750,0.064
2020/4/11,,,,324,5106,0.063454759
2020/4/12,,,,352,4409,0.079836698
2020/4/13,,,,520,7398,0.070289267
2020/4/14,,,,460,6265,0.073423783
2020/4/15,,,,458,6270,0.073046252
2020/4/16,,,,366,5236,0.069900688
2020/4/17,,,,436,6022,0.072401196
2020/4/18,,,,392,5375,0.072930233
2020/4/19,,,,378,4695,0.080511182
2020/4/20,,,,527,7238,0.072810169
2020/4/21,,,,404,6370,0.063422292
2020/4/22,,,,426,6298,0.067640521
2020/4/23,,,,321,5476,0.05861943
2020/4/24,,,,404,5960,0.067785235
2020/4/25,,,,297,5158,0.057580458
2020/4/26,,,,296,3976,0.07444668
2020/4/27,,,,456,6709,0.067968401
2020/4/28,,,,401,5867,0.068348389
2020/4/29,,,,389,6021,0.064607208
2020/4/30,,,,354,5525,0.064072398
2020/5/1,,,,413,5999,0.068844807
2020/5/2,,,,61,1921,0.031754295
2020/5/3,,,,91,1703,0.053435115
2020/5/4,,,,98,2313,0.042369217
2020/5/5,,,,57,2138,0.02666043
2020/5/6,,,,136,2506,0.054269753
2020/5/7,,,,92,2401,0.038317368
2020/5/8,,,,65,1881,0.034556087
2020/5/9,,,,77,1862,0.041353383
2020/5/10,,,,98,1968,0.049796748
2020/5/11,,,,110,2377,0.04627682
2020/5/12,,,,86,2486,0.034593725
2020/5/13,,,,100,2465,0.040567951
2020/5/14,,,,93,2140,0.043457944
2020/5/15,,,,104,2467,0.042156465
2020/5/16,,,,81,2116,0.038279773
2020/5/17,,,,92,1894,0.048574446
2020/5/18,,,,106,2410,0.043983402
2020/5/19,,,,95,2525,0.037623762
2020/5/20,,,,111,2417,0.0459247
2020/5/21,,,,82,2349,0.034908472
2020/5/22,,,,119,2527,0.047091413
2020/5/23,,,,117,2185,0.053546911
2020/5/24,,,,114,2048,0.055664063
2020/5/25,,,,139,2887,0.048146865
2020/5/26,,,,71,2571,0.027615714
2020/5/27,,,,132,2500,0.0528
2020/5/28,,,,112,2369,0.047277332
2020/5/29,,,,99,2253,0.043941411
2020/5/30,,,,112,2009,0.055749129
2020/5/31,,,,116,1940,0.059793814
2020/6/1,,,,122,2461,0.049573344
2020/6/2,,,,506,6449,0.078461777
2020/6/3,,,,470,6491,0.072407949
2020/6/4,,,,454,6209,0.073119665
2020/6/5,,,,434,6139,0.070695553
2020/6/6,,,,436,5719,0.076237104
2020/6/7,,,,417,5047,0.082623341
2020/6/8,,,,565,7229,0.078157421
2020/6/9,,,,461,6210,0.074235105
2020/6/10,,,,471,5826,0.08084449
2020/6/11,,,,418,5525,0.075656109
2020/6/12,,,,525,5600,0.09375
2020/6/13,,,,538,5209,0.10328278
2020/6/14,,,,573,4964,0.115431104
2020/6/15,,,,759,7318,0.103716863
2020/6/16,,,,762,6460,0.117956656
2020/6/17,,,,733,6202,0.118187681
2020/6/18,,,,674,5811,0.115986921
2020/6/19,,,,618,5691,0.108592514
2020/6/20,,,,596,4923,0.121064392
2020/6/21,,,,629,4182,0.150406504
2020/6/22,,,,681,6195,0.109927361
2020/6/23,,,,520,4910,0.105906314
2020/6/24,,,,509,5233,0.097267342
2020/6/25,,,,568,5541,0.102508572
2020/6/26,,,,529,5112,0.103482003
2020/6/27,,,,443,5163,0.085802828
2020/6/28,,,,441,4563,0.096646943
2020/6/29,,,,555,7027,0.078981073
2020/6/30,,,,467,5957,0.078395165
2020/7/1,,,,485,5904,0.082147696
2020/7/2,,,,499,6021,0.082876599
2020/7/3,,,,447,5836,0.076593557
2020/7/4,,,,450,5101,0.088217996
2020/7/5,,,,434,4523,0.095954013
2020/7/6,,,,540,7316,0.073810826
2020/7/7,,,,472,6304,0.074873096
2020/7/8,,,,494,6443,0.076672358
2020/7/9,,,,421,5905,0.071295512
2020/7/10,,,,483,5946,0.08123108
2020/7/11,,,,444,5344,0.083083832
2020/7/12,,,,322,4194,0.076776347
2020/7/13,,,,549,7260,0.075619835
2020/7/14,,,,505,6519,0.077465869
2020/7/15,,,,486,6551,0.074187147
2020/7/16,,,,462,6140,0.0752443
2020/7/17,,,,441,6186,0.07129001
2020/7/18,,,,401,4901,0.081820037
2020/7/19,,,,346,4454,0.077682982
2020/7/20,,,,562,7642,0.073540958
2020/7/21,,,,487,6160,0.079058442
2020/7/22,,,,471,6359,0.07406825
2020/7/23,,,,430,6006,0.071595072
2020/7/24,,,,443,6501,0.068143363
2020/7/25,,,,411,5599,0.073405965
2020/7/26,,,,463,4994,0.092711254
2020/7/27,,,,579,8226,0.070386579
2020/7/28,,,,469,6756,0.069419775
2020/7/29,,,,499,6824,0.073124267
2020/7/30,,,,424,6123,0.069247101
2020/7/31,,,,444,6012,0.073852295
2020/8/1,,,,423,5420,0.07804428
2020/8/2,,,,412,4769,0.086391277
2020/8/3,,,,557,7957,0.070001257
2020/8/4,,,,447,6277,0.071212363
2020/8/5,,,,495,6758,0.073246523
2020/8/6,,,,377,5429,0.069441886
2020/8/7,,,,435,5511,0.078933043
2020/8/8,,,,412,5408,0.076183432
2020/8/9,,,,372,4993,0.074504306
2020/8/10,,,,558,8067,0.069170695
2020/8/11,,,,464,6405,0.072443404
2020/8/12,,,,461,6555,0.070327994
2020/8/13,,,,492,6148,0.080026025
2020/8/14,,,,435,6203,0.070127358
2020/8/15,,,,411,5236,0.078495034
2020/8/16,,,,403,4747,0.084895724
2020/8/17,,,,556,7403,0.075104687
2020/8/18,,,,466,6132,0.075994781
2020/8/19,,,,443,6059,0.073114375
2020/8/20,,,,420,5743,0.073132509
2020/8/21,,,,476,6330,0.075197472
2020/8/22,,,,468,5563,0.084127269
2020/8/23,,,,448,5058,0.088572558
2020/8/24,,,,733,7996,0.091670835
2020/8/25,,,,581,6932,0.083814195
2020/8/26,,,,480,5928,0.08097166
2020/8/27,,,,490,6331,0.077396936
2020/8/28,,,,550,6448,0.085297767
2020/8/29,,,,466,5389,0.086472444
2020/8/30,,,,478,4898,0.097590853
2020/8/31,,,,631,6849,0.092130238
2020/9/1,,,,527,6237,0.084495751
2020/9/2,,,,451,6089,0.074067991
2020/9/3,,,,510,6011,0.084844452
2020/9/4,,,,579,5840,0.099143836
2020/9/5,,,,669,5764,0.116065232
2020/9/6,,,,640,4941,0.129528436
2020/9/7,,,,745,7314,0.101859448
2020/9/8,,,,671,6499,0.103246653
2020/9/9,,,,591,5960,0.099161074
2020/9/10,,,,568,5958,0.095334005
2020/9/11,,,,627,5723,0.109557924
2020/9/12,,,,710,5505,0.12897366
2020/9/13,,,,597,4817,0.12393606
2020/9/14,,,,745,7423,0.100363734
2020/9/15,,,,603,6302,0.09568391
2020/9/16,,,,567,6359,0.089164963
2020/9/17,,,,568,5611,0.101229727
2020/9/18,,,,594,5648,0.105169972
2020/9/19,,,,713,5325,0.133896714
2020/9/20,,,,696,4783,0.145515367
2020/9/21,,,,761,7032,0.108219568
2020/9/22,,,,642,5997,0.107053527
2020/9/23,,,,600,6160,0.097402597
2020/9/24,,,,561,5601,0.100160686
2020/9/25,,,,599,5366,0.111628774
2020/9/26,,,,629,5050,0.124554455
2020/9/27,,,,539,3898,0.138276039
2020/9/28,,,,669,6386,0.104760413
2020/9/29,,,,607,5463,0.111111111
2020/9/30,,,,578,5321,0.108626198
2020/10/1,,,,556,4394,0.126536186
2020/10/2,,,,789,5994,0.131631632
2020/10/3,,,,598,5655,0.105747126
2020/10/4,,,,636,4631,0.137335349
2020/10/5,,,,775,7170,0.108089261
2020/10/6,,,,745,6253,0.119142811
2020/10/7,,,,725,6463,0.112177008
2020/10/8,,,,718,6329,0.113446042
2020/10/9,,,,618,6126,0.100881489
2020/10/10,,,,518,5013,0.103331339
2020/10/11,,,,646,5014,0.12883925
2020/10/12,,,,775,8535,0.090802578
2020/10/13,,,,610,6590,0.092564492
2020/10/14,,,,613,6085,0.100739523
2020/10/15,,,,587,5948,0.098688635
2020/10/16,,,,619,5588,0.110773085
2020/10/17,,,,693,5451,0.127132636
2020/10/18,,,,613,4722,0.129817874
2020/10/19,,,,756,7023,0.107646305
2020/10/20,,,,697,6172,0.112929358
2020/10/21,,,,690,6237,0.110630111
2020/10/22,,,,601,5783,0.103925298
2020/10/23,,,,672,5557,0.120928559
2020/10/24,,,,775,5430,0.142725599
2020/10/25,,,,771,4873,0.158218756
2020/10/26,,,,828,7317,0.113161132
2020/10/27,,,,744,6213,0.119748914
2020/10/28,,,,803,6248,0.128521127
2020/10/29,,,,716,5793,0.123597445
2020/10/30,,,,686,5798,0.118316661
2020/10/31,,,,821,5458,0.1504214
2020/11/1,,,,761,4972,0.15305712
2020/11/2,,,,849,7570,0.112153236
2020/11/3,,,,743,6404,0.116021237
2020/11/4,,,,807,6282,0.128462273
2020/11/5,,,,717,6081,0.117908239
2020/11/6,,,,729,6268,0.116305041
2020/11/7,,,,797,5826,0.136800549
2020/11/8,,,,793,4984,0.159109149
2020/11/9,,,,884,7429,0.118993135
2020/11/10,,,,796,6383,0.124706251
2020/11/11,,,,823,6314,0.130345264
2020/11/12,,,,720,5807,0.12398829
2020/11/13,,,,699,5808,0.12035124
2020/11/14,,,,748,5477,0.136571116
2020/11/15,,,,809,4808,0.168261231
2020/11/16,,,,848,7492,0.1131874
2020/11/17,,,,752,6234,0.12062881
2020/11/18,,,,755,5847,0.129126048
2020/11/19,,,,651,5897,0.110395116
2020/11/20,,,,673,5799,0.116054492
2020/11/21,,,,757,5581,0.135638774
2020/11/22,,,,725,4915,0.14750763
2020/11/23,,,,804,7367,0.109135333
2020/11/24,,,,717,6377,0.112435314
2020/11/25,,,,768,6604,0.116293156
2020/11/26,,,,693,6171,0.112299465
2020/11/27,,,,650,5987,0.108568565
2020/11/28,,,,645,5750,0.112173913
2020/11/29,,,,672,4859,0.138300062
2020/11/30,,,,821,7134,0.115082703
2020/12/1,,,,794,6249,0.12706033
2020/12/2,,,,698,6175,0.113036437
2020/12/3,,,,692,5753,0.120285069
2020/12/4,,,,666,5819,0.114452655
2020/12/5,,,,742,5790,0.128151986
2020/12/6,,,,772,5048,0.152931854
2020/12/7,,,,965,7731,0.124822145
2020/12/8,,,,791,6338,0.124802777
2020/12/9,,,,825,6399,0.128926395
2020/12/10,,,,795,6235,0.127506014
2020/12/11,,,,763,6026,0.126617989
2020/12/12,,,,746,5525,0.135022624
2020/12/13,,,,764,4588,0.16652136
2020/12/14,,,,1001,7134,0.140313989
2020/12/15,,,,855,6195,0.138014528
2020/12/16,,,,820,6516,0.125844076
2020/12/17,,,,790,6131,0.128853368
2020/12/18,,,,760,5841,0.130114706
2020/12/19,,,,840,5339,0.157332834
2020/12/20,,,,888,4920,0.180487805
2020/12/21,,,,1021,7465,0.136771601
2020/12/22,,,,948,6889,0.137610684
2020/12/23,,,,977,6705,0.145712155
2020/12/24,,,,893,6025,0.148215768
2020/12/25,,,,815,6391,0.127523079
2020/12/26,,,,958,5707,0.167864027
2020/12/27,,,,934,5148,0.181429681
2020/12/28,,,,1050,7607,0.138030761
2020/12/29,,,,513,3441,0.149084568
2020/12/30,,,,512,3468,0.147635525
2020/12/31,,,,552,4152,0.132947977
2021/1/1,,,,804,5266,0.152677554
2021/1/2,,,,773,5394,0.143307379
2021/1/3,,,,767,4620,0.166017316
2021/1/4,,,,916,7532,0.121614445
2021/1/5,,,,803,6660,0.120570571
2021/1/6,,,,705,6123,0.115139637
2021/1/7,,,,513,4396,0.116696997
2021/1/8,,,,594,5033,0.118021061
2021/1/9,,,,608,4994,0.121746095
2021/1/10,,,,632,4620,0.136796537
2021/1/11,,,,884,7452,0.118625872
2021/1/12,,,,702,6756,0.103907638
2021/1/13,,,,648,6632,0.097708082
2021/1/14,,,,612,6266,0.097669965
2021/1/15,,,,577,5702,0.101192564
2021/1/16,,,,544,4832,0.112582781
2021/1/17,,,,562,4239,0.132578438
2021/1/18,,,,708,6603,0.107223989
2021/1/19,,,,594,5834,0.101816935
2021/1/20,,,,612,5626,0.108780661
2021/1/21,,,,507,5251,0.096553038
2021/1/22,,,,556,4991,0.111400521
2021/1/23,,,,584,4447,0.131324488
2021/1/24,,,,500,3855,0.129701686
2021/1/25,,,,604,6031,0.100149229
2021/1/26,,,,523,5253,0.099562155
2021/1/27,,,,568,5371,0.105753119
2021/1/28,,,,503,5544,0.090728716
2021/1/29,,,,534,5235,0.102005731
2021/1/30,,,,405,4087,0.09909469
2021/1/31,,,,442,3875,0.114064516
2021/2/1,,,,577,6642,0.086871424
2021/2/2,,,,478,5856,0.081625683
2021/2/3,,,,538,5499,0.09783597
2021/2/4,,,,440,4977,0.088406671
2021/2/5,,,,516,5109,0.100998238
2021/2/6,,,,400,4441,0.090069804
2021/2/7,,,,333,3444,0.096689895
2021/2/8,,,,474,5420,0.087453875
2021/2/9,,,,406,4342,0.093505297
2021/2/10,,,,351,3353,0.104682374
2021/2/11,,,,157,1172,0.133959044
2021/2/12,,,,144,883,0.163080408
2021/2/13,,,,207,1793,0.115448968
2021/2/14,,,,305,2332,0.130789022
2021/2/15,,,,419,3945,0.106210393
2021/2/16,,,,431,4483,0.096140977
2021/2/17,,,,476,5526,0.086138256
2021/2/18,,,,479,5950,0.080504202
2021/2/19,,,,492,6077,0.080961
2021/2/20,,,,407,4568,0.089098074
2021/2/21,,,,417,4595,0.090750816
2021/2/22,,,,667,7454,0.089482157
2021/2/23,,,,514,6571,0.078222493
2021/2/24,,,,475,6094,0.07794552
2021/2/25,,,,383,4903,0.07811544
2021/2/26,,,,416,4923,0.08450132
2021/2/27,,,,386,4956,0.077885391
2021/2/28,,,,392,4445,0.088188976
2021/3/1,,,,409,5778,0.070785739
2021/3/2,,,,405,6195,0.065375303
2021/3/3,,,,425,6338,0.067055854
2021/3/4,,,,402,5882,0.068344101
2021/3/5,,,,420,5808,0.07231405
2021/3/6,,,,425,5004,0.084932054
2021/3/7,,,,453,4835,0.09369183
2021/3/8,,,,541,7072,0.076498869
2021/3/9,,,,437,6451,0.067741435
2021/3/10,,,,468,6393,0.073205068
2021/3/11,,,,451,5628,0.080135039
2021/3/12,,,,471,5729,0.082213301
2021/3/13,,,,501,5375,0.093209302
2021/3/14,,,,513,4962,0.103385732
2021/3/15,,,,643,7246,0.088738614
2021/3/16,,,,510,6544,0.077933985
2021/3/17,,,,543,6310,0.086053883
2021/3/18,,,,524,5979,0.087640074
2021/3/19,,,,509,6003,0.084790938
2021/3/20,,,,550,5585,0.098478066
2021/3/21,,,,474,5164,0.091789311
2021/3/22,,,,681,7643,0.089101138
2021/3/23,,,,573,6583,0.087042382
2021/3/24,,,,547,6431,0.085056756
2021/3/25,,,,558,6034,0.09247597
2021/3/26,,,,537,5899,0.091032378
2021/3/27,,,,529,5341,0.099045123
2021/3/28,,,,525,4818,0.108966376
2021/3/29,,,,744,7460,0.099731903
2021/3/30,,,,551,6156,0.089506173
2021/3/31,,,,617,6044,0.102084712
2021/4/1,,,,581,6153,0.094425484
2021/4/2,,,,519,5506,0.094260806
2021/4/3,,,,579,5153,0.112361731
2021/4/4,,,,538,4865,0.110585817
2021/4/5,,,,811,7474,0.1085095
2021/4/6,,,,607,7048,0.086123723
2021/4/7,,,,616,6789,0.090735013
2021/4/8,,,,525,6049,0.086791205
2021/4/9,,,,557,5981,0.093128239
2021/4/10,,,,685,5632,0.12162642
2021/4/11,,,,679,5007,0.135610146
2021/4/12,,,,764,7621,0.100249311
2021/4/13,,,,615,6721,0.09150424
2021/4/14,,,,580,6334,0.091569308
2021/4/15,,,,586,6156,0.095191683
2021/4/16,,,,590,5823,0.101322342
2021/4/17,,,,718,5729,0.125327282
2021/4/18,,,,636,4958,0.128277531
2021/4/19,,,,819,7602,0.107734807
2021/4/20,,,,720,7065,0.101910828
2021/4/21,,,,707,6357,0.111215982
2021/4/22,,,,630,5594,0.112620665
2021/4/23,,,,636,6231,0.102070294
2021/4/24,,,,754,5839,0.129131701
2021/4/25,,,,575,4467,0.128721737
2021/4/26,,,,688,6696,0.102747909
2021/4/27,,,,691,7054,0.097958605
2021/4/28,,,,724,6789,0.106643099
2021/4/29,,,,669,6129,0.109153206
2021/4/30,,,,640,6064,0.105540897
2021/5/1,,,,769,6343,0.121236008
2021/5/2,,,,716,5544,0.129148629
2021/5/3,,,,930,7797,0.119276645
2021/5/4,,,,830,7035,0.117981521
2021/5/5,,,,929,6972,0.133247275
2021/5/6,,,,724,6715,0.107818317
2021/5/7,,,,702,6692,0.104901375
2021/5/8,,,,673,5147,0.13075578
2021/5/9,,,,797,5372,0.148361876
2021/5/10,,,,824,7682,0.107263733
2021/5/11,,,,802,7370,0.108819539
2021/5/12,,,,766,6810,0.112481645
2021/5/13,,,,727,6503,0.111794556
2021/5/14,,,,690,6232,0.11071887
2021/5/15,,,,847,5928,0.142881242
2021/5/16,,,,717,5051,0.141952089
2021/5/17,,,,924,7913,0.116769872
2021/5/18,,,,813,7078,0.114862956
2021/5/19,,,,797,6699,0.118972981
2021/5/20,,,,739,6235,0.118524459
2021/5/21,,,,806,6386,0.126213592
2021/5/22,,,,860,5862,0.146707608
2021/5/23,,,,896,5604,0.159885796
2021/5/24,,,,988,8168,0.120959843
2021/5/25,,,,896,7202,0.124409886
2021/5/26,,,,854,6866,0.124381008
2021/5/27,,,,900,6727,0.133789208
2021/5/28,,,,863,6566,0.131434663
2021/5/29,,,,883,5705,0.154776512
2021/5/30,,,,852,5309,0.1604822
2021/5/31,,,,1070,7973,0.134202935
2021/6/1,,,,805,6993,0.115115115
2021/6/2,,,,861,7272,0.11839934
2021/6/3,,,,784,6353,0.123406265
2021/6/4,,,,823,6338,0.129851688
2021/6/5,,,,951,6189,0.153659719
2021/6/6,,,,1089,5710,0.190718039
2021/6/7,,,,1104,8472,0.130311615
2021/6/8,,,,973,7135,0.136370007
2021/6/9,,,,879,6923,0.126968077
2021/6/10,,,,839,6139,0.13666721
2021/6/11,,,,804,6410,0.125429017
2021/6/12,,,,872,5677,0.153602255
2021/6/13,,,,904,5374,0.168217343
2021/6/14,,,,1066,7464,0.142818864
2021/6/15,,,,902,7416,0.12162891
2021/6/16,,,,840,6936,0.121107266
2021/6/17,,,,746,6449,0.115676849
2021/6/18,,,,758,6412,0.118215845
2021/6/19,,,,881,5688,0.154887482
2021/6/20,,,,1010,5535,0.182475158
2021/6/21,,,,1178,7981,0.147600551
2021/6/22,,,,958,7368,0.130021716
2021/6/23,,,,827,6931,0.119319002
2021/6/24,,,,785,6242,0.125760974
2021/6/25,,,,752,6490,0.11587057
2021/6/26,,,,814,5830,0.139622642
2021/6/27,,,,826,5533,0.149286102
2021/6/28,,,,838,8117,0.103240113
2021/6/29,,,,765,6955,0.109992811
